source,grade_level,display_grade,grade_number,Subject,Domain,Topic,L3,L4,L5,Standard code,Display standard code,description,czi_standard_code
https://www.nsw.gov.au/education-and-training/nesa/curriculum/pdhpe/cafs-stage-6-2022,Senior,Year 12,Year 12,"Personal Development, Health and Physical Education (PDHPE)",Community and Family Studies Stage 6 Syllabus (2022),,,,,P1.1,P1.1,"describes the contribution an individual's experiences, values, attitudes and beliefs make to the development of goals",
